Column1,Column2,Column3,Column4
invoice.field.DueDate,Date d'échéance,Due Date,
user.role.warning.message,"Attention, le choix d’un rôle est définitif ! ",Please note that the choice of a role is final!,
document.action.open.error,Le document ne peut être ouvert.,The document cannot be opened.,
plan.description.mobile.documents.description,"Via son application mobile, Wazo vous permet d'accéder à tous vos documents en quelques clics.","Via its mobile application, Wazo allows you to access all your documents in a few clicks.",
quote.add.project.return.button,Search existing projects,Search existing projects,
lease.status.renew_in_pending,Renouvellement en attente,Renew in pending,
invoiceTask.reject.reason.incorrect.information,Information incorrecte,Incorrect information,
landlord.select.warning.link,"Si vous le souhaitez, vous pouvez ajouter un propriétaire.","If you wish, you can add an owner.",
invoiceTask.date.planned,Planifiée le :,Planned on :,
tenant.information,Information du locataire,Tenant information,
invoice.action.pay.message.title.plural,Factures planifiées,Scheduled invoices,
authentication.sign-up-email.error.agreeTermsAndConditions.required,Lire et accepter les Termes et Conditions est requis,Read and accept the Terms and conditions is required.,
supplier.title.plural,Fournisseurs,Suppliers,
plan.benefit.users.professional,Nombre d’utilisateurs illimité,Number of users unlimited,
core.upload.personal,Mes téléversements,My uploads,
ppa.reference_type.rent_storage_ppa,Entreposage,Storage,
payment.plan.form.error.zip_code,Le code postal ne correspond pas au format du pays,Zip code doesn't match with the country format,
lease.action.add.first.message,Ajouter un premier bail,Add a first lease,
core.unsaved.changes,Changements non sauvegardés,Unsaved changes,
lease.new.end.date,Nouvelle date de fin,New end date,
accounting.report.statement.expense.total.plural,MONTANT TOTAL CHARGES,TOTAL AMOUNT EXPENSES,
core.category.plural,Catégories,Categories,
unit.select.tenant.error.empty,Il n'existe actuellement aucun locataire pour cet appartement.,There is currently no tenant for this apartment.,
core.details,Détails,Details,
invoice.action.add.title,Ajout d'une facture,Add an invoice,
core.status,Statut,Status,
core.location.checkbox.address_not_match,L’adresse trouvée ne correspond pas à l’adresse exacte,The address found does not match the exact address,
core.action.collect.payment,Collecter le paiement,Collect payment,
authentication.reset-password.button.reset,Réinitialiser,Reset,
core.note.plural,Notes,Notes,
core.collection.label.no.collection,Aucune collection,No collection,
lease.newEnd.invalid,Date invalide,Invalid date,
core.error.message.missing.information,Information(s) manquante(s),Missing information,
authentication.login.error.username.character.limit, Le nom d'utilisateur doit avoir 6 caractères.,Username must be 6 characters long,
core.information.more,Informations complémentaires,Further information,
core.bank,Banque,Bank,
core.createdDate,Créé(e) le,Created on,
core.location.action.search,Rechercher une adresse,Find an address,
core.action.upload.error,Une erreur est survenue. Merci de réessayer ultérieurement.,An error has occurred. Please try again later.,
document.category.exploit,Administration & exploitation,Administration & operation,
document.information.plural,Informations concernant le document,Document information,
core.createdBy,Créé(e) par,Created by,
receivable.warning.contact.wazo.for.reimbursement,Veuillez contacter Wazo pour le remboursement.,Please contact Wazo for reimbursement.,
lease.active.title,ACTIF,ACTIVE,
authentication.login.error.password.required,Mot de passe requis,Password required,
invoice.report.aged.payables,Dettes chronologiques par fournisseur,Aged payables by supplier,
user.field.created.label,Date de création,Creation date,
core.identifier,Identifiant,Username,
document.title,Document,Document,
authentication.send.email.title,Validation,Validation,
core.action.import,Importer,Upload   ,
core.upload.file.method,Glisser/Déposer ou cliquer pour choisir,Drag and Drop or click to choose,
authentication.login.title,Se connecter,Log in,
invoice.status.ocr.processing_by_ocr,En cours de traitement,Processing,
invoice.extract,Extraire les factures,Extract invoices,
invoice.action.add,Ajouter une facture,Add an invoice,
core.order.most.recent,Plus récent,More recent,
plan.button.header.choose,Choisir un plan,Choose a plan,
core.label.no.bank-account,Aucune information financière disponible. Vous pouvez utiliser le formulaire de modification du fournisseur pour en ajouter.,No financial information available. You can use the supplier modification form to add more.,
lease.to.come.title,À VENIR,TO COME,
lease.payment.frequency.monthly,Mensuelle,Monthly,
authentication.login.error.account.disabled,Votre compte a été désactivé. Contactez-nous pour plus d'informations,Your account has been disabled. Contact us for more information.,
document.field.attachment,Fichier joint,Attachment file,
authentication.sign-up-email.error.password.strong,"Un bon mot de passe doit contenir au moins 8 caractères, une majuscule, un nombre et un caractère spécial.","A good password must contain at least 8 characters, an upper case, a number and a special character.",
unit.field.lastInspectionDate,Dernière inspection,Last inspection,
lease.field.rentAmount.error.message.invalid,Le montant du loyer doit être seulement composé de chiffres,The rent amount only accepts numeric value,
core.firstName,Prénom,First name,
unit.status.available,Disponible,Available,
unit.status.inactive,Inactif,Inactive,
user.validate.message.title,Valider cet utilisateur,Validate this user,
plan.ref.col.admin,Admin,Admin,
document.message.error.missing.name,Veuillez saisir un nom pour le document.,Please enter a name for the document.,
lease.frequency.promotion.1.receivable,1 recevable,1 receivable,
landlord.error.dialog.manager.yes.label,Annuler,Cancel,
user.profile.usage.title,Utilisation des ressources,Usage,
core.action.continue,Continuer,Continue,
plan.alert.cancel.title,Confirmer,Confirm,
plan.description.mobile.rent,Encaissement et suivi des loyers,Rent collection and follow ups,
authentication.sign-up.title,S'inscrire,Register,
landlord.select.error.empty,Il n'existe actuellement aucun propriétaire.,There is currently no owner.,
document.category.energy,Énergie,Energy,
core.action.manage.pictures,Gérer mes photos,Manage my photos,
user.role.field.role_manager_admin,Collaborateur immobilier,Property Collaborator,
authentication.send.email.content,Un email a été envoyé. Merci de confirmer votre adresse en cliquant sur le lien dans l'email.,Please verify your email address by clicking on the confirmation link included in the email we just sent!,
gl_account.type.title,Type,Type,
authentication.login.input.password,Mot de passe,Password,
document.delete.message.description,Ce document sera supprimé définitivement.,This document will be permanently deleted.,
plan.name.title.base,Freemium,Freemium,
invoice.status.ocr.data_to_be_reviewed,Données à valider,Data to be reviewed,
landlord.title,Propriétaire,Owner,
lease.rent.to.collect,Loyer à percevoir,Rent to collect,
invoice.imputation.title.plural,Imputations,Imputations,
lease.monthly.rent.value,Valeur locative mensuelle,Monthly rent value,
payment.plan.form.zip.code,Code postal,Zip code,
unit.title.plural,Appartements,Apartments,
landlord.action.add.contact,Ajouter un contact,Add a contact,
rentItem.title,Unité,Unit,
user.users.list.field.accountNonLocked,Compte non bloqué,Unblocked account,
lease.field.perceptionAmount.error,Veuillez entrer le montant,Please input amount,
plan.switch.monthly,Mensuel  ,Monthly,
core.action.upload.retry,Réessayer le téléversement,Retry the upload,
building.field.purchaseDate,Date d'achat,Date of purchase,
core.action.upload.file.error,"Merci de respecter le format JPG, PNG, GIF ou PDF.","Please use JPG, PNG, GIF or PDF format.",
recurly.amount.to.pay,Montant dû,Amount Due,
lease.status.waitingSign.plural,Baux en attente de signature,Leases awaiting signature,
lease.frequency.error.annually,Le bail doit avoir 672 jours au minimum,The lease must be at least 672 days old,
category.title.plural,Catégories,Categories,
landlord.error.duplicate.alert.message,Ce nom existe déjà pour ce propriétaire. Merci d'utiliser une variante.,This name already exists for this owner. Please use a variant.,
lease.field.startDate,Date de début du bail,Lease start date,
payment.plan.form.coupon,Coupon,Coupon,
authentication.login.label.forgot-password,Mot de passe oublié?,Forgot your password? ,
user.users.list.field.notes,Notes,Notes,
tenant.field.financialInstitutionNumber,Numéro de l'institution financière,Financial institution number ,
core.action.clear,Réinitialiser,Reset,
accounting.report.no-result,Aucune donnée disponible pour établir le rapport.,No data available to prepare the report.,
plan.benefit.doors.description,L'application Wazo vous permet d'ajouter un nombre illimité d'immeubles et d'appartements.,The Wazo app allows you to have unlimited number of apartments.,
lease.status.waitingValidation,Bail en attente de validation,Lease awaiting for validation,
tax.tvq,TVQ,QST,
tax.tvp,TVP,PST,
tax.tvh,TVH,HST,
accounting.report.statement.benefit.total,Bénéfice net,Net profit,
authentication.forgot-password.input.email,Courriel,Email,
core.more.filters,Plus de filtres,More filters,
authentication.sign-up-email.error.confirm-password.wrong,Les mots de passe ne sont pas similaires,Passwords are different,
lease.status.revoked,Révoqué,Revoked,
book.transaction.title,Transaction comptable,Accounting transaction,
book.transaction.title.plural,Transactions comptables,Accounting transactions,
invoice.type.credit,Crédit,Credit,
payment.plan.form.company.tax.number,Numéro fiscal de l'entreprise,Company tax number,
building.useLandlordInformations,Utiliser les informations du propriétaire pour le contact,Use owner information for contact,
building.field.swimmingPool,Piscine,Swimming pool,
building.errors.addContactFirst,Merci d'ajouter un contact,Please add a contact,
core.action.switch,Interchanger,Interchange,
core.fullName,Nom complet,Full name,
core.action.add.photo.plural,Ajouter des photos,Add pictures,
core.general,Général,General,
document.title.plural,Documents,Documents,
core.error.server_error.code,Erreur 500 ,500 Error,
plan.description.realestate.creation,Création de bâtiment et d’appartement,Creation of building and apartment,
unit.label.choose.unit,Choisir un appartement,Choose an apartment,
core.network.error.missing,Aucune connexion Internet,No internet connection,
plan.ref.col.multi.user,Multi-utilisateurs,Multi-user,
bankAccount.financial.institution.number.error.message,Le numéro de l'institution financière doit correspondre à 3 chiffres seulement.,The financial institution number must have 3 digits.,
lease.status.waitingSign,Bail en attente de signature,Lease awaiting signature,
core.action.remove,Retirer,Remove ,
receivable.status.pending,En attente,Waiting  ,
ppa.status.error_to_define,Erreur inconnue,Unknown error ,
lease.field.document,Document,Document,
user.delete.message.title,Supprimer cet utilisateur,Delete this user,
lease.frequency.promotion.each.receivable,Tous les recevables,All receivables,
ppa.button.action.status.to_verify,Valider,Validate,
core.optional,Optionnel,Optional,
authentication.sign-up-email.error.firstName.required,Le prénom est requis,First name is required,
core.ok,OK,OK,
lease.field.equipements,Équipements,Equipment,
tenant.title.plural,Locataires,Tenants,
unit.field.floor,Étage,Floor,
core.phone.plural,Téléphones,Phones,
user.role.field.role_manager_employee,Gestionnaire immobilier,Property Manager,
core.no,Non,No,
document.error.storage.standard.owner,"Vous avez atteint votre limite de ""1 GB"" autorisée par votre plan ""STANDARD"". Veuillez passer au plan supérieur pour continuer à téléverser des documents.",The storage limit of “1 GB” included in the “STANDARD” plan has been reached. Please upgrade your subscription plan in order to upload this  document.,
invoiceTask.reject.reason.claim,Réclamation,Claim,
receivable.discount.type.interac,Interac,Interac,
core.list.error.empty,La liste ne contient aucun résultat.,The list is empty,
core.attachment.none,Sans pièce jointe,Without attachment,
user.profile.billing.balance,Solde,Balance,
parking.select.warning.link,"Si vous le souhaitez, vous pouvez ajouter un stationnement. ","If you wish, you can add parking.",
authentication.sign-up-email.error.phone.required,Un numéro de téléphone est requis,Phone number is required,
core.upload,Téléversement,Upload   ,
core.tax,Taxe,Tax,
landlord.action.associate.unit,Associer un locataire à une unité,Associate a tenant with a unit,
core.company.tax.number,Numéro de taxe de l'entreprise,Company tax number,
core.lang.error.no-translation,Traduction inexistante,No translation,
landlord.error.missing.address,L’adresse complète est manquante,The full address is missing,
plan.benefit.users.professional.description,"Avec le forfait Premium, vous pouvez inviter un nombre illimité de personnes à collaborer et à accéder à votre compte.","With the Premium plan, you can invite an unlimited number of collaborators.",
core.error.unauthorized.message,Une erreur est survenue. Merci de vous reconnecter. ,An error has occured. Please reconnect.,
storage.limit.dialog.owner.content,Vous avez atteint votre limite de stockage autorisée par votre plan. Veuillez passer au plan supérieur pour continuer à téléverser des documents.,The storage limit included in your plan has been reached. Please upgrade your subscription plan in order to upload this  document.,
supplier.title.type.small,Petit fournisseur,Small supplier,
landlord.action.edit.landlord.title,Modification d'un propriétaire,Edit a owner,
tax.tps,TPS,GST,
core.location.addresses,Adresses,Addresses,
invoiceTask.approbation.reject.reason,Raison du rejet de l'approbation,Reason for rejection of approval,
receivable.type.amount.error,Veuillez choisir un type.,Please choose a type.,
building.field.purchaseAmount,Montant d'achat,Purchase price,
quote.add.notes,Notes,Notes,
payment.plan.plan.code.pro.year,Premium/an,Premium/year,
plan.base.doors.offer,Illimitée,Unlimited,
core.warning,Avertissement,Warning,
core.contact.main,Contact Principal,Main contact ,
quote.add.tabs.4.title,Validation,Validation,
building.select.unit.error.empty,Il n'existe actuellement aucun appartement pour ce bâtiment.,There is currently no apartment for this building,
lease.action.add.from_unit,Ajouter un colocataire,Add a roommate,
plan.price.per_year.suffix,payable annuellement,billed annually,
plan.benefit.bank.base.description,"Au courant de l'année 2022, avec le forfait Freemium, vous pourrez associer votre compte Wazo à un compte bancaire.","During the year 2022, the Freemium package will allow you to have one bank account associated to your Wazo profil.",
payment.plan.form.billing.address,Adresse de facturation,Billing address,
core.amount.subTotal,Montant Sous-Total ,Subtotal amount,
storage.delete.message.description,Cet entreposage sera supprimé définitivement.,This storage will be permanently deleted.,
document.message.prompt.type,Quel type de document téléversez-vous ?,What type of document are you uploading?,
user.field.lastModified.label,Date de modification,Modification date,
core.amount.total,Montant total,Total amount,
lease.field.perceptionDate,Jour de perception des loyers,Rent collection day,
core.bank.account.number,Numéro de compte bancaire,Bank account number,
receivable.action.add.title,Ajout d’un recevable,Add a receivable,
storage.field.type,Type d'entreposage,Storage type,
landlord.error.duplicate.form.message,Nom en doublon,Duplicate name,
user.action.add-admin.title,Ajouter un ,Add an admin,
lease.revocation.date,Date de révocation,Revocation date,
authentication.sign-up-email.link.terms-and-conditions,Termes et conditions,Terms and conditions,
gl_account.type.asset,Actif,Asset,
plan.benefit.storage.standard,Espace de stockage de 1 GB,1 GB of storage space,
rentItem.type.storage,Entreposage,Storage,
ppa.status.done,Terminé,Finished,
invoiceTask.title,Tâche,Task,
lease.action.renew,Renouveler le bail,Renew the lease,
core.note,Note,Note,
core.upload.file.select,Téléverser un fichier,Upload a file,
core.action.plan,Planifier,Plan,
lease.status.other,Autre bail,Other lease,
user.userProfile.title,Profil,Profile,
storage.select,Sélectionner un entreposage,Select a storage,
taskRule.field.amount.minimum,Montant minimum,Minimum amount,
receivable.information.plural,Informations de paiement,Payment information,
bankAccount.select,Sélectionner un compte bancaire,Select a bank account,
parking.title,Stationnement,Parking ,
lease.frequency.total.rent.amount,Loyer fréquentiel total à percevoir,Total frequency rent to collect,
parking.information.plural,Informations du stationnement,Parking information,
lease.frequency.error.monthly,Le bail doit avoir 56 jours au minimum,The lease must be at least 56 days old,
core.amount.total.before.discount,Montant total avant promotion,Total amount before promotion,
receivable.action.show.paid,Voir les recevables collectés,See paid receivables,
unit.field.subventionAmount,Montant des subventions,Subsidies,
plan.benefit.users.standard.description,"Avec le forfait Standard vous pouvez inviter jusqu'à 3 personnes à collaborer et à accéder à votre compte. Vous pouvez inviter un gestionnaire, votre comptable ou même votre concierge. ","With the Standard package, you can have up to 3 users on the account. You can invite another owner, concierge or anyone else.",
navbar.section.quote.item.all.title,Tous les devis,All Quotes,
document.error.storage.base.employee,"Vous avez atteint votre limite de ""500 MB"" autorisée par votre plan ""Freemium"". Veuillez passer à un plan supérieur de WAZO afin de pouvoir téléverser ce document. ",The storage limit of “500 MB” included in the “Freemium” plan has been reached. Please upgrade your suscription  in order to upload this document.,
landlord.action.ppa,Les paiements préautorisés (PPA),Pre-authorized payment (PPA),
lease.action.add.title.unit,Ajout d'un bail pour l'unité,Add a lease for this unit,
authentication.mobile.local.look-app-with,Verrouiller l'application avec,Lock app with,
invoice.status.ocr.completed_ocr,Données validées,Data reviewed,
storage.select.error.link,Vous devez ajouter un entreposage. ,You must add a storage,
storage.field.surface,Surface (pieds carrés),Surface (sq. ft.),
lease.action.revoke.dialog.message,Vous ne souhaitez pas renouveler le bail ,You do not wish to renew the lease,
manager.action.edit.title,Modification d’un collaborateur,Edit a collaborator,
user.profile.manager.active.title,Collaborateurs actifs,Active collaborators,
unit.field.surface,Surface (pieds carrés),Surface (sq. ft.),
lease.action.add.title.storage,Ajout d'un bail pour l'entreposage,Add a storage to the lease,
navbar.section.scheduler.title,Planificateur(trice),Scheduler,
invoice.label.select.landlord,Sélectionnez le(s) propriétaire(s) à inclure *,Select owner(s) to include *,
net.rent.amount,Montant du loyer net,Net rent amount,
authentication.sign-up-email.label.by-signing-i-accept,"En signant, j'accepte que companyName","By signing, I accept that companyName",
bankAccount.no.storages,Vous pourrez associer un compte bancaire à des entreposages après avoir créé des entreposages,You will be able to associate bank account with storages after creating storages,
manager.delete.message.description,Le collaborateur suivant va être supprimé :,The following collaborator will be deleted : ,
enum.tree.element.type.task.description,Écrire pour créer des tâches,Type to create tasks,
user.owner_manager.profile.error.payment_default.no_label,Continuer comme collaborateur,Continue as collaborator,
authentication.sign-up-email.label.subscribe-to-communication-emails,S'inscrire aux courriels de communication de companyName.,Sign up for companyName communication emails.,
lease.action.add.title.parking,Ajout d'un bail pour le stationnement,Add a parking to the lease,
landlord.select.error.link,Vous devez ajouter un propriétaire.,You must add an owner.,you must already have add an owner ?
supplier.select.error.link,Vous devez ajouter un fournisseur.,You must add a supplier.,
building.field.buildingValuation,Estimation de la valeur du bâtiment,Estimate of the value of the building,
landlord.field.neq,Numéro d'entreprise (NEQ),Company Number (NEQ),
unit.field.furnitureType,Meublé,Furnished,
building.delete.message,Voulez-vous vraiment supprimer ce bâtiment ?,Do you want to delete this building?,
plan.ref.col.user,Collaborateur,Collaborator,
document.error.storage.standard.employee,"Vous avez atteint votre limite de ""1 GB"" autorisée par votre plan ""STANDARD"". Veuillez contacter le propriétaire du compte pour qu’il passe au plan supérieur de WAZO afin de pouvoir téléverser ce document. ",The storage limit of “1 GB” included in your “STANDARD” plan has been reached. Please contact the Account Owner to upgraded the subscription in order to upload this document.,
plan.benefit.rules.professional.description,Les forfaits Standards et Premium vous permettent d'appliquer des règles d'approbation lorsque des collaborateurs ont accès à votre compte Wazo. Ceci vous permet de garder le contrôle sur votre parc immobilier.,"The Standard and Premium packages allow you to put in place approval rules. Therefore, as the owner, you have full control of the decision making.",
taskRule.task.type.processing_by_ocr,En cours de traitement par Smart Data,Processing by Smart Data,
document.error.storage.pro.owner,Vous avez atteint votre limite de stockage autorisée par votre plan Premium. Merci de contacter WAZO pour obtenir du stockage supplémentaire. ,The storage limit included in your Premium plan has been reached. Please contact WAZO to increase your storage limit.,
lease.action.renew.field.endDate,Nouvelle date de fin de bail,New end date of the lease,
document.delete.message.title,Êtes-vous vraiment sûr(e) de vouloir supprimer ce document ?,Are you sur you want to delete this document?,
plan.description.accounting.payable.description,L'application vous permet d'avoir une vue d'ensemble de vos comptes à recevoir. Restez à jour sur vos loyers à recevoir afin de faire les suivis adéquats.,The application allows you to have an overview of accounts receivable. You will be able to follow up on all your tenants.,
invoice.plan.dialog.content,Règle d'approbation afin de faire approuver le montant de la facture par le propriétaire,Approval rule in order to have the invoice amount qualified by the owner,
user.profile.storage.usage.title,Espace de stockage consommé,Storage space consumed,
plan.description.accounting.payable,Gestion des recevables et payables,Receivables and payables management,
bankAccount.delete.message.title,Êtes-vous vraiment sûr de vouloir supprimer cette information bancaire ?,Do you really want to delete this banking information?,
landlord.delete.message,Voulez-vous vraiment supprimer ce propriétaire ?,Do you really want to delete this owner ?,
invoiceTask.reject.reason.missing,élement = Manque des éléments,element = Missing elements,
core.collection.error.ppa-null-amount,Il est impossible de payer un montant impayé de 0 avec le mode de paiement PPA sélectionné.,It is impossible to pay an unpaid amount of 0 with the selected PPA payment method.,
lease.label.active,Actif,Asset,
user.field.validated.value.true,Actif,Asset ,
unit.action.edit.title,Modification d'un appartement,Edit apartment information,
accounting.report.balance.title,Bilan,Balance sheet,
plan.alert.upgrade.content,"Le changement de plan sera effectif immédiatement, veuillez confirmer que vous souhaitez passer au plan supérieur.Plan supérieur à $","The plan change will take effect immediately, please confirm that you wish to upgrade. The upper plan will charge $",
unit.field.washerEntry,Entrée d'eau,Hot water tank in unit,
core.neq,NEQ,NEQ,
tenant.delete.message,Voulez-vous vraiment supprimer ce locataire ?,Do you want to delete this tenant? ,
core.to,à,At    ,
storage.action.add.title,Ajout d’un entreposage,Add a storage,
payment.plan.credit.card.information.title,Informations sur la carte,Credit Card informations,
taskRule.delete.message.title,Êtes-vous vraiment sûr de vouloir supprimer cette règle ?,Do you want to delete this rule?,
building.delete.message.title,Êtes-vous vraiment sûr de vouloir supprimer ce bâtiment ?,Do you want to delete this building?,
lease.delete.message,Voulez-vous vraiment supprimer ce loyer ?,Are you sure you want to remove this rent?,
document.message.prompt.discard.images,Êtes-vous sûr de vouloir annuler vos images ?,Do you want to cancel your images?,
